分區別,醫事機構代碼,醫事機構名稱,機構地址,電話區域號碼 ,電話號碼,特約類別,型態別,醫事機構種類,終止合約或歇業日期,開業狀況
"1","3501122142","松展診所","臺北市南港區忠孝東路6段110巷18號","02","27631373","4","10","A","","0"
"1","3501150039","黃金喜婦產科診所","臺北市士林區延平北路5段201號","02","28118236","4","07","A","","0"
"1","3501150066","李文達婦產科診所","臺北市士林區文林路458號（實際使用：1樓）","02","28321171-2","4","07","A","","0"
"1","3501150182","天母許內科家醫科診所","臺北市士林區天母北路49號","02","28729367","4","07","A","","0"
"1","3501150208","李世澤小兒科內科診所","臺北市士林區社子街67號","02","28111472","4","07","A","","0"
"1","3501150226","健原診所","臺北市士林區中正路627號1樓","02","28116409","4","07","A","","0"
"1","3501150388","邱世昌診所","臺北市士林區文林路718號","02","28343565","4","07","A","","0"
"1","3501150413","柯耳鼻喉科診所","臺北市士林區大東路144號","02","28828825","4","07","A","","0"
"1","3501150422","存德小兒科診所","臺北市士林區文林路460號","02","28342567","4","07","A","","0"
"1","3501150477","社子陳診所","臺北市士林區延平北路5段284號1樓","02","28128426","4","07","A","","0"
"1","3501150548","蘇家庭醫學科診所","臺北市士林區大北路20號","02","28825236","4","07","A","","0"
"1","3501150575","鄭醫師診所","臺北市士林區延平北路5段120號1、2樓","02","28127412","4","07","A","","0"
"1","3501150655","陳瑞騰眼科診所","","","","4","07","A","20180223","2"
"1","3501150664","謝宏基耳鼻喉科診所","臺北市士林區中正路249－3號1樓","02","28819168","4","07","A","","0"
"1","3501150682","佑生診所","臺北市士林區承德路4段266巷4號","02","28816793","4","08","A","","0"
"1","3501150708","吳如壽診所","臺北市士林區中山北路6段322號（實際使用1樓）","02","28347118","4","07","A","","0"
"1","3501150735","元順診所","臺北市士林區德行西路106號1樓","02","28340633","4","08","A","","0"
"1","3501150744","惠周內兒科診所","臺北市士林區大北路96號1樓","02","28812962","4","07","A","","0"
"1","3501150799","鴻林診所","","","","4","08","A","20180129","2"
"1","3501150806","何啟温診所","臺北市士林區德行東路63號1樓","02","28373890","4","07","A","","0"
"1","3501150977","天母耳鼻喉科診所","臺北市士林區中山北路6段744號","02","28748874","4","07","A","","0"
"1","3501150995","廖正義診所","臺北市士林區通河街90號","02","28857472","4","08","A","","0"
"1","3501151018","林博通醫師診所","臺北市士林區通河街60號1樓","02","28851148","4","08","A","","0"
"1","3501151054","德泰耳鼻喉科診所","臺北市士林區通河街42－1號","02","28851570","4","07","A","","0"
"1","3501151090","杏美皮膚科診所","臺北市士林區天母西路40－1號2樓","02","28715431","4","07","A","","0"
"1","3501151125","蘇惠珍皮膚科診所","臺北市士林區忠義街83號","02","28383090","4","07","A","","0"
"1","3501151161","蘇慧卿診所","臺北市士林區大南路274號","02","28829955","4","08","A","","0"
"1","3501151232","仁友皮膚科診所","臺北市士林區美德街22－1號1樓","02","28816131","4","07","A","","0"
"1","3501151269","粱耳鼻喉科診所","臺北市士林區社正路12－1號","02","28168456","4","07","A","","0"
"1","3501151296","天母楊診所","","","","4","08","A","20181004","2"
"1","3501151312","羅氏皮膚科診所","臺北市士林區中山北路7段14巷2號2樓","02","28743222","4","07","A","","0"
"1","3501151358","林佳宏小兒科診所","臺北市士林區中山北路6段462號","02","28744591","4","07","A","","0"
"1","3501151376","高醫師家庭醫學科診所","臺北市士林區中山北路7段17號2樓","02","28744545","4","07","A","","0"
"1","3501151394","榮庚皮膚專科診所","臺北市士林區中正路210－2號","02","28342633","4","07","A","","0"
"1","3501151401","柯佑民小兒科診所","臺北市士林區天母東路8巷19弄5號1樓","02","28766955","4","07","A","","0"
"1","3501151438","德福診所","臺北市士林區大東路77號","02","28811982","4","08","A","","0"
"1","3501151465","盧金成婦產科診所","臺北市士林區忠誠路1段179號2樓","02","28330535","4","07","A","","0"
"1","3501151474","黃蓉聯合診所","","","","4","07","A","20200604","2"
"1","3501151590","洪楷義耳鼻喉科診所","臺北市士林區忠誠路2段88號1樓","02","28731386","4","07","A","","0"
"1","3501151607","張松柏眼科診所","臺北市士林區忠誠路2段58號2樓","02","28357668","4","07","A","","0"
"1","3501151634","何英世婦產科診所","臺北市士林區文林路482號1樓","02","28317152","4","07","A","","0"
"1","3501151643","梁如蘭眼科診所","臺北市士林區中山北路6段266號1樓","02","28338539","4","07","A","","0"
"1","3501151652","吳俊昇眼科診所","臺北市士林區中山北路6段434號1樓　　","02","28734987","4","07","A","","0"
"1","3501151661","家庭醫師張正弘診所","臺北市士林區天玉街38巷9號","02","28747399","4","08","A","","0"
"1","3501151670","祐聖眼科診所","臺北市士林區延平北路5段316號","02","28118583","4","07","A","","0"
"1","3501151689","楊是韻皮膚科診所","臺北市士林區中山北路6段298號1樓","02","28335608","4","07","A","","0"
"1","3501151698","王文豪診所","臺北市士林區美崙街66號1樓","02","88665360","4","08","A","","0"
"1","3501151714","安寧診所","臺北市士林區劍潭路91號","02","28815367","4","08","A","","0"
"1","3501151750","芝山診所","臺北市士林區忠義街82號1樓","02","28362780","4","07","A","","0"
"1","3501151778","福林診所","臺北市士林區中山北路5段685號4樓","02","28314146","4","07","A","","0"
"1","3501151830","得安耳鼻喉科診所","臺北市士林區忠誠路2段3號","02","28382032","4","07","A","","0"
"1","3501151849","忠誠聯合診所","臺北市士林區忠誠路2段50巷35號","02","88661176","4","08","A","","0"
"1","3501151894","華齡診所","臺北市士林區華齡街74號1樓","02","28825650","4","08","A","","0"
"1","3501151901","慈田耳鼻喉科診所","臺北市士林區延平北路5段185號1樓","02","28123595","4","07","A","","0"
"1","3501151938","何小兒科診所","臺北市士林區福港街176號","02","28827401","4","07","A","","0"
"1","3501151947","張俊祥皮膚科診所","","","","4","07","A","20190504","B"
"1","3501151965","政吉內科診所","臺北市士林區士東路67號","02","28748318","4","07","A","","0"
"1","3501151974","蕭雨青小兒科診所","臺北市士林區延平北路5段292號1樓","02","28126415","4","07","A","","0"
"1","3501151983","葉耳鼻喉科診所","臺北市士林區延平北路5段218號","02","28167318","4","07","A","","0"
"1","3501152006","陳彥銘耳鼻喉科診所","臺北市士林區士東路12號－1，1樓","02","28381770","4","07","A","","0"
"1","3501153030","立安復健科診所","臺北市士林區大東路130號","02","88611590","4","07","A","","0"
"1","3501153129","保安眼科診所","臺北市士林區大東路44號","02","28832868","4","07","A","","0"
"1","3501153138","鄭福山婦產科診所","臺北市士林區中山北路6段256號","02","28385428","4","08","A","","0"
"1","3501153236","貝爾聯合診所","","","","4","08","A","20190324","2"
"1","3501153263","杏昌診所","臺北市士林區文林路736號1樓","02","28325517","4","08","A","","0"
"1","3501153272","天母雙合耳鼻喉科診所","臺北市士林區天母北路21號1樓","02","28711813","4","07","A","","0"
"1","3501153281","柏齡診所","臺北市士林區福港街105號","02","28831310","4","08","A","","0"
"1","3501153307","宸安復健科診所","","","","4","07","A","20200713","2"
"1","3501153370","台美診所","臺北市士林區中山北路6段192號","02","28369595","4","08","A","","0"
"1","3501153478","嘉櫻小兒科診所","臺北市士林區德行西路119號1樓","02","88666202","4","07","A","","0"
"1","3501153496","杏暉診所","臺北市士林區社子街15號","02","28117094","4","08","A","","0"
"1","3501153512","志明眼科診所","臺北市士林區天母東路8巷83號","02","28743105","4","07","A","","0"
"1","3501153521","信恩復健科診所〈士東聯合診所〉","","","","4","07","A","20190329","2"
"1","3501153567","平安診所","臺北市士林區社新里社子街36－1號1樓","02","28167263","4","08","A","","0"
"1","3501153576","雙林皮膚科診所","臺北市士林區社子街28號","02","28111116","4","07","A","","0"
"1","3501153594","元群眼科診所","臺北市士林區文林路437號1、2樓","02","28881711","4","07","A","","0"
"1","3501153656","百齡診所","臺北市士林區重慶北路4段187號1、2樓","02","28126892","4","07","A","","0"
"1","3501153665","張虔熙小兒科診所","臺北市士林區中山北路6段282號","02","28361368","4","07","A","","0"
"1","3501153692","天母忠明２０２０眼科診所","臺北市士林區天母西路10號2樓之1、2樓之4","02","28732020","4","07","A","","0"
"1","3501153709","天母皮膚科診所","臺北市士林區德行東路90巷33弄10號1樓","02","28326601","4","07","A","","0"
"1","3501153727","陳文良骨科診所","","","","4","07","A","20200902","2"
"1","3501153745","愛林診所","臺北市士林區承德路4段222號、222之1號、222之2號","02","28836881","4","08","A","","0"
"1","3501153781","林志聰皮膚科診所","臺北市士林區文昌路26號","02","28327989","4","07","A","","0"
"1","3501153825","天晴診所","臺北市士林區中山北路6段292號、292號2樓","02","28355329","4","08","A","","0"
"1","3501153870","永安診所","臺北市士林區中山北路6段405巷63號及63之1號","02","28735068","4","07","A","","0"
"1","3501153895","佳視得眼科診所","臺北市士林區天母北路11－1號1樓","02","28756230","4","07","A","","0"
"1","3501153941","周怡宏小兒科診所","臺北市士林區基河路200號","02","28825200","4","07","A","","0"
"1","3501153969","淨美皮膚科診所","臺北市士林區文林路317號（實際實用1、2樓）","02","28816099","4","07","A","","0"
"1","3501153996","健群骨科診所","臺北市士林區延平北路6段8號及10號1、2、3樓","02","2816-8770","4","07","A","","0"
"1","3501154082","博政骨科診所","臺北市士林區德行西路99號1樓、101號1樓","02","28361990","4","07","A","","0"
"1","3501154091","葉眼科診所","臺北市士林區延平北路5段173號1、2層","02","28129595","4","08","A","","0"
"1","3501154108","立全復健科診所","臺北市士林區中山北路6段330號","02","28314669","4","08","A","","0"
"1","3501154126","上品小兒科診所","臺北市士林區中正路203號","02","28837273","4","07","A","","0"
"1","3501154180","士林小兒科診所","臺北市士林區中正路249號","02","28812485","4","07","A","","0"
"1","3501154199","凱硯診所","臺北市士林區中山北路7段110號3、4樓110之1號3、4樓","02","28762828","4","08","A","","0"
"1","3501154206","天母品恆復健科診所","臺北市士林區忠誠路1段135、137、157號","02","28386855","4","07","A","","0"
"1","3501154215","和謙耳鼻喉科診所","臺北市士林區社中街362號","02","28165678","4","07","A","","0"
"1","3501154242","華崗文化診所","臺北市士林區菁山路26號（1層）","02","28626188","4","08","A","","0"
"1","3501154251","怡德診所","臺北市士林區文林路342號6樓","02","28838099","4","08","A","","0"
"1","3501154260","揚德健康診所","臺北市士林區中正路436號（實際使用：1樓）","02","28362868","4","08","A","","0"
"1","3501154279","科安診所","臺北市士林區社中街116號","02","28110699","4","08","A","","0"
"1","3501154288","天母康健身心診所","臺北市士林區德行西路100號","02","28378787","4","08","A","","0"
"1","3501154297","佑康診所","臺北市士林區通河街100號","02","28859598","4","08","A","","0"
"1","3501154359","社子安心診所","臺北市士林區延平北路5段76號","02","28136622","4","08","A","","0"
"1","3501154377","永恆美診所","臺北市士林區忠誠路1段58號(實際使用：1樓及地下1、2層)","02","28313107","4","10","A","","0"
"1","3501154402","士林復健科診所","臺北市士林區文林路497號","02","28322179","4","10","A","","0"
"1","3501154420","榮清耳鼻喉科診所","臺北市士林區文林路483號（1樓）","02","28316878","4","10","A","","0"
"1","3501154439","秀娥中西診所","","","","4","10","A","20200107","2"
"1","3501154448","耀明診所","臺北市士林區中正路322號","02","28320657","4","10","A","","0"
"1","3501154466","士林大學眼科診所","","","","4","10","A","20200329","2"
"1","3501154475","樹爸爸親子診所","臺北市士林區德行東路286號","02","28381838","4","10","A","","0"
"1","3501154484","鴻林診所","","","","4","10","A","20180605","2"
"1","3501154493","鴻林診所","臺北市士林區大東路128號","02","28820437","4","10","A","","0"
"1","3501154500","文林骨科診所","臺北市士林區文林路468號","02","28336168","4","10","A","","0"
"1","3501154519","貝爾診所","臺北市士林區中山北路7段82巷9號","02","28729980","4","10","A","","0"
"1","3501154528","小禾馨士林小兒專科診所","臺北市士林區中正路289號（實際使用：1樓）","02","28827333","4","10","A","","0"
"1","3501154537","和鎂皮膚科診所","臺北市士林區社中街362號","02","28165678","4","10","A","","0"
"1","3501154546","橙光耳鼻喉科診所","臺北市士林區大南路286號","02","28883222","4","10","A","","0"
"1","3501154564","佩佩婦幼診所","臺北市士林區中山北路六段182號、182號2樓","02","28386262","4","10","A","","0"
"1","3501154573","昕新診所","臺北市士林區基河路250號","02","77095157","4","10","A","","0"
"1","3501154591","士林大學眼科診所","臺北市士林區文林路496號、498號、500號及500號2樓","02","28316938","4","10","A","","0"
"1","3501154608","心福內科診所","臺北市士林區中山北路6段167號（實際使用：1、2樓）","02","28331115","4","10","A","","0"
"1","3501154617","朝陽復健科診所","臺北市士林區中山北路5段699巷2號","02","28311736","4","10","A","","0"
"1","3501154626","宸安力康診所","臺北市士林區德行東路153號","02","28377775","4","10","A","","0"
"1","3501154635","三玉品恆復健科診所","臺北市士林區天母東路53號","02","28760666","4","10","A","","0"
"1","3501154653","聯志骨科診所","臺北市士林區承德路4段184號","02","28810050","4","10","A","","0"
"1","3501160044","王小兒科診所","","","","4","07","A","20181226","2"
"1","3501160099","石牌李力成診所","臺北市北投區西安街1段281巷15號","02","28272849","4","07","A","","0"
"1","3501160133","泰隆診所","臺北市北投區自強街141巷19號","02","28237540","4","08","A","","0"
"1","3501160204","吉安診所","臺北市北投區西安街1段281巷18號","02","28231832","4","07","A","","0"
"1","3501160213","鄭吉鴻診所","臺北市北投區實踐街21號","02","28217956","4","08","A","","0"
"1","3501160231","洪耳鼻喉科診所","臺北市北投區中央南路1段43號","02","28928769","4","07","A","","0"
"1","3501160286","永安家庭醫學科診所","臺北市北投區中央北路1段172號（實際使用：一、二層）","02","28940888","4","07","A","","0"
"1","3501160302","蔡賡禧婦產科診所","臺北市北投區石牌路1段72號","02","28275066","4","07","A","","0"
"1","3501160311","紀耳鼻喉科診所","臺北市北投區石牌路2段55號2樓、57號、57號2樓","02","28214485","4","07","A","","0"
"1","3501160455","保康耳鼻喉科診所","臺北市北投區中央北路1段148號","02","28953343","4","07","A","","0"
"1","3501160464","怡鳴眼科診所","臺北市北投區中央北路1段136號1樓","02","28954952","4","07","A","","0"
"1","3501160482","宏德診所","臺北市北投區尊賢街272號","02","28212115","4","08","A","","0"
"1","3501160544","大順耳鼻喉科診所","臺北市北投區中和街236號1樓","02","28964588","4","07","A","","0"
"1","3501160731","林文正耳鼻喉科診所","臺北市北投區明德路117號","02","28261083","4","07","A","","0"
"1","3501160795","弘欣診所","","","","4","08","A","20200312","2"
"1","3501160820","揚名皮膚科診所","臺北市北投區中央北路2段66號","02","28910315","4","07","A","","0"
"1","3501160866","長宏診所","臺北市北投區中央北路2段121號1樓","02","28967372","4","08","A","","0"
"1","3501160900","陳如芬眼科診所","臺北市北投區石牌路1段50號1、2樓","02","28203177","4","07","A","","0"
"1","3501160937","杏華診所","臺北市北投區知行路218號1樓","02","28585522","4","07","A","","0"
"1","3501160955","泓光診所","臺北市北投區立農街2段287號","02","28218048","4","07","A","","0"
"1","3501160973","蔡秉勳小兒科診所","臺北市北投區中和街281號1樓","02","28966525","4","07","A","","0"
"1","3501160982","清田婦產科家醫科診所","臺北市北投區中和街268號","02","28931323","4","08","A","","0"
"1","3501160991","張參雄診所","臺北市北投區光明路166號、166－1號1．2．3樓","02","28926555","4","08","A","","0"
"1","3501161032","陳獻明小兒科診所","臺北市北投區中央南路1段69號1樓","02","28928950","4","07","A","","0"
"1","3501161103","台新診所","臺北市北投區光明路145號1樓","02","28936508","4","08","A","","0"
"1","3501161121","邱耳鼻喉科診所","臺北市北投區石牌路1段23號1、2樓","02","28279222","4","07","A","","0"
"1","3501161149","余世仁復健科診所","臺北市北投區中央北路1段10號1樓","02","28937228","4","07","A","","0"
"1","3501161176","文林診所","臺北市北投區裕民六路120號2樓","02","28273690","4","08","A","","0"
"1","3501161185","李伯匯小兒科診所","臺北市北投區石牌路1段93號","02","28221212","4","08","A","","0"
"1","3501161238","祐民聯合診所","臺北市北投區中央南路1段207號1、2、3樓","02","28951301","4","08","A","","0"
"1","3501161318","文遠診所","","","","4","08","A","20200430","2"
"1","3501161363","昱德聯合診所","臺北市北投區光明路102號","02","28975050","4","07","A","","0"
"1","3501161372","萬泰診所","臺北市北投區中央北路2段52號1樓","02","28930728","4","08","A","","0"
"1","3501161461","佳韻婦產科診所","臺北市北投區中央南路1段42號2樓","02","28923210","4","07","A","","0"
"1","3501161505","慈恩耳鼻喉科診所","臺北市北投區中央南路1段13號","02","28978787","4","07","A","","0"
"1","3501162486","王志靈診所","臺北市北投區實踐街44號","02","28227397","4","08","A","","0"
"1","3501162502","惠康診所","臺北市北投區西安街2段113號","02","28283964","4","08","A","","0"
"1","3501162566","美康診所","","","","4","08","A","20190118","2"
"1","3501162584","卓玉麗皮膚專科診所","臺北市北投區東華街1段52號1樓、58號1樓","02","28262838","4","07","A","","0"
"1","3501162628","昱新眼科診所","臺北市北投區光明路104號1樓","02","28919380","4","07","A","","0"
"1","3501162637","孫劍鴻眼科診所","臺北市北投區東華街1段392號1樓","02","28250094","4","08","A","","0"
"1","3501162664","王永良診所","臺北市北投區自強街94號","02","28227287","4","08","A","","0"
"1","3501162673","翰譽耳鼻喉科診所","臺北市北投區中央南路1段189號","02","28959986","4","07","A","","0"
"1","3501162682","張晉豪診所","臺北市北投區中央南路1段155號","02","28913820","4","08","A","","0"
"1","3501162717","家福診所","臺北市北投區實踐街13號","02","28210435","4","08","A","","0"
"1","3501162726","王景平眼科診所","臺北市北投區中央南路1段205號","02","28946580","4","07","A","","0"
"1","3501162735","劉明真皮膚科診所","臺北市北投區石牌路2段116號2樓","02","28224735","4","07","A","","0"
"1","3501162753","台北安媞婦產科診所","","","","4","07","A","20200330","2"
"1","3501162780","林建福耳鼻喉科診所","","","","4","07","A","20180131","2"
"1","3501162799","洪志淳皮膚科診所","臺北市北投區中央南路1段185號1樓","02","28940110","4","07","A","","0"
"1","3501162806","康田診所","臺北市北投區自強街76號","02","28210988","4","08","A","","0"
"1","3501162824","承新診所","臺北市北投區北投路2段11號","02","28939833","4","08","A","","0"
"1","3501162879","陳珀勳診所","臺北市北投區明德路85號","02","28206263","4","08","A","","0"
"1","3501162931","尤亮惠耳鼻喉科診所","臺北市北投區中央北路4段543號","02","28942339","4","07","A","","0"
"1","3501162940","何叔芳小兒科診所","臺北市北投區裕民四路4號","02","28206886","4","07","A","","0"
"1","3501162959","華榮診所","臺北市北投區承德路7段90號2、3樓","02","28287070","4","08","A","","0"
"1","3501162977","芯悅皮膚科診所","臺北市北投區石牌路1段57號1、2樓","02","28276618","4","07","A","","0"
"1","3501163018","光明診所","臺北市北投區石牌路2段99巷55號1、2樓","02","28210197","4","08","A","","0"
"1","3501163027","周仁德診所","臺北市北投區中和街55號1樓","02","28973177","4","08","A","","0"
"1","3501163036","黃正宏診所","臺北市北投區西安街1段359號","02","28217076","4","08","A","","0"
"1","3501163072","宏恩兒科診所","臺北市北投區致遠一路2段99號","02","28271110","4","07","A","","0"
"1","3501163081","衡心診所","臺北市北投區光明路226號2樓","02","28951035","4","07","A","","0"
"1","3501163116","弘德診所","臺北市北投區雙全街64號1、2樓、66號1、2樓、68號1","02","28931816","4","07","A","","0"
"1","3501163125","崇德診所","臺北市北投區承德路7段310號1樓（含夾層）","02","28237682","4","08","A","","0"
"1","3501163134","李承鴻皮膚科診所","臺北市北投區西安街1段189號1樓、2樓、2樓之1","02","28229885","4","07","A","","0"
"1","3501163143","紀皮膚科診所","臺北市北投區石牌路2段55號2樓、57號、57號2樓","02","28224849","4","07","A","","0"
"1","3501163161","石牌實和復健診所","臺北市北投區文林北路262號、256號2樓、258號2樓、","02","28273255","4","08","A","","0"
"1","3501163170","黃浩魁小兒科診所","臺北市北投區中央北路1段168號","02","28983256","4","07","A","","0"
"1","3501163232","陳柏宏親子診所","臺北市北投區明德路124號","02","28225257","4","08","A","","0"
"1","3501163241","陳信方小兒科診所","臺北市北投區明德路106號","02","28201068","4","08","A","","0"
"1","3501163250","奇岩身心診所","臺北市北投區中央南路1段191、193號","02","28919008","4","08","A","","0"
"1","3501163269","豪康診所","臺北市北投區中央南路1段57號2樓","02","28952556","4","08","A","","0"
"1","3501163287","北投骨科診所","臺北市北投區中央南路1段176、178號","02","28961388","4","08","A","","0"
"1","3501163296","陽明診所","臺北市北投區石牌路1段166巷20號","02","28214757","4","08","A","","0"
"1","3501163303","慧捷診所","臺北市北投區中央北路3段59號","02","28975183","4","08","A","","0"
"1","3501163312","台北欣安耳鼻喉科診所","臺北市北投區石牌路1段152號","02","28210501","4","08","A","","0"
"1","3501163330","劉怜瑛眼科診所","臺北市北投區裕民六路126號","02","28250126","4","08","A","","0"
"1","3501163349","黃郁琳皮膚科診所","臺北市北投區中央北路1段42號","02","28911578","4","08","A","","0"
"1","3501163385","倍視眼科診所","臺北市北投區西安街1段357號（1樓）","02","28282020","4","08","A","","0"
"1","3501163394","晟幸診所","臺北市北投區石牌路1段71巷9弄19號、19號－1","02","28261661","4","10","A","","0"
"1","3501163401","旭康復健科診所","","","","4","10","A","20180531","2"
"1","3501163410","石牌鄭身心醫學診所","臺北市北投區石牌路1段69號（實際地址：1、2樓）","02","28227660","4","08","A","","0"
"1","3501163429","和新診所","臺北市北投區中央北路1段2號9、10樓","02","28970111","4","10","A","","0"
"1","3501163438","鄭宇廷耳鼻喉科診所","臺北市北投區中央北路1段94號","02","28916835","4","10","A","","0"
"1","3501163447","旭康復健科診所","","","","4","10","A","20200131","2"
"1","3501163465","榮陽安心診所","臺北市北投區自強街168號","02","28211566","4","10","A","","0"
"1","3501163474","如翊健康診所","臺北市北投區天母西路126號、128號、128－1號","02","28215100","4","10","A","","0"
"1","3501163483","旭康復健科診所","臺北市北投區石牌路1段40號（實際使用：1、2、3樓）","02","28280067","4","10","A","","0"
"1","3501163492","文遠診所","臺北市北投區石牌路2段346號（實際使用：1、2樓）","02","28739991","4","10","A","","0"
"1","3501163509","常哲診所","臺北市北投區明德路157－4號（實際使用：1樓）","02","28285515","4","10","A","","0"
"1","3501163518","北辰身心醫學診所","臺北市北投區光明路2巷9－3號、9－3號2樓","02","28925500","4","10","A","","0"
"1","3501163527","臻心復健科診所","臺北市北投區東華街1段370號1、2樓及372號1、2樓","02","28285370","4","10","A","","0"
"1","3501163536","欣北投診所","臺北市北投區泉源路11號2樓－1","09","52769306","4","10","A","","0"
"1","3501170059","慶峰診所","臺北市信義區松山路275－2號1樓","02","27605339","4","07","A","","0"
"1","3501170237","信義邱婦產科診所","臺北市信義區虎林街198號","02","27278275","4","07","A","","0"
"1","3501170246","連小兒科診所","臺北市信義區松山路465巷11號","02","27285487","4","07","A","","0"
"1","3501170255","朱耳鼻喉科診所","臺北市信義區忠孝東路5段452號","02","27209172","4","07","A","","0"
"1","3501170273","秀光診所","臺北市信義區松山路405號1樓","02","27670682","4","08","A","","0"
"1","3501170317","彭婦產科診所","臺北市信義區永吉路185－4號、185之1號2樓","02","27613829","4","07","A","","0"
"1","3501170380","董耳鼻喉科診所","臺北市信義區永吉路284號1樓","02","27643502","4","07","A","","0"
"1","3501170442","有成外科診所","臺北市信義區永吉路213號","02","27613891","4","07","A","","0"
"1","3501170497","怡安診所","臺北市信義區基隆路1段125號","02","27670514","4","07","A","","0"
"1","3501170513","張葉森診所","臺北市信義區永吉路30巷15號","02","27631170","4","08","A","","0"
"1","3501170568","翁內兒科診所","","","","4","07","A","20190610","2"
"1","3501170826","黃正麟皮膚科診所","臺北市信義區忠孝東路5段470號2樓","02","23450957","4","07","A","","0"
"1","3501170835","黃啟彰診所","臺北市信義區松山路261－1號1樓","02","27696218","4","08","A","","0"
"1","3501170899","高眼科診所","臺北市信義區莊敬路216號","02","27589595","4","07","A","","0"
"1","3501170915","詹毅然內科診所","臺北市信義區嘉興街302號","02","27327770","4","07","A","","0"
"1","3501170924","富陽劉內兒科診所","臺北市信義區富陽街43號1樓","02","27325132","4","07","A","","0"
"1","3501170942","劉玄統診所","臺北市信義區松德路25巷42號","02","27265678","4","08","A","","0"
"1","3501170979","劉彥煌耳鼻喉專科診所","臺北市信義區莊敬路462號1樓","02","27229173","4","07","A","","0"
"1","3501171010","王寬仁診所","臺北市信義區虎林街121巷11號1樓","02","27204952","4","07","A","","0"
"1","3501171145","吳潮峰眼科診所","臺北市信義區永吉路341號1樓","02","27619240","4","07","A","","0"
"1","3501171163","健民診所","臺北市信義區永吉路386號","02","27657363","4","08","A","","0"
"1","3501171172","松山陳耳鼻喉科診所","臺北市信義區松山路483號－1（1樓）","02","27271229","4","07","A","","0"
"1","3501171207","鄭光志小兒科診所","臺北市信義區松德路23號（實際營業地址：1樓）","02","27266132","4","07","A","","0"
"1","3501171225","張育驍診所","臺北市信義區吳興街467巷2弄4號、6號、6號2樓、10號","02","27291011","4","07","A","","0"
"1","3501171261","康泰診所","臺北市信義區永吉路54號1樓","02","27661228","4","08","A","","0"
"1","3501171270","陳威璋耳鼻喉科診所","臺北市信義區松德路58號","02","27584958","4","07","A","","0"
"1","3501171341","伍瑞吉醫師診所","臺北市信義區松山路401號","02","27476861","4","07","A","","0"
"1","3501171412","陳醫師診所","臺北市信義區永吉路278巷57弄6號","02","27670859","4","07","A","","0"
"1","3501171510","王剴鏘醫師診所","臺北市信義區忠孝東路5段388號3樓","02","87808838","4","08","A","","0"
"1","3501171565","明陽診所","臺北市信義區永吉路30巷157弄4號1樓","02","27618228","4","08","A","","0"
"1","3501171654","大明診所","臺北市信義區崇德街35號","02","27326885","4","08","A","","0"
"1","3501171663","陳國泰皮膚科診所","臺北市信義區松山路224號1樓","02","27667725","4","07","A","","0"
"1","3501171716","長風小兒科診所","臺北市信義區莊敬路351號1樓","02","27227943","4","07","A","","0"
"1","3501171743","王知行婦產科診所","臺北市信義區永吉路308號","02","27624962","4","07","A","","0"
"1","3501172786","德文診所","臺北市信義區松仁路240巷15號","02","27296521","4","08","A","","0"
"1","3501172848","松仁耳鼻喉科診所","臺北市信義區松仁路231號","02","87808580","4","07","A","","0"
"1","3501172857","悠亞診所","臺北市信義區忠孝東路5段727號","02","87851233","4","08","A","","0"
"1","3501172893","姚醫師診所","臺北市信義區忠孝東路5段396號2樓","02","87898822","4","08","A","","0"
"1","3501172964","永吉聯合診所","臺北市信義區永吉路329號1、2樓及331號1、2樓","02","27618780","4","08","A","","0"
"1","3501173005","佳康內科診所","臺北市信義區基隆路2段109號8樓、8樓之1","02","27384770","4","08","A","","0"
"1","3501173032","陽光耳鼻喉科診所","臺北市信義區松山路484之8號","02","27279529","4","07","A","","0"
"1","3501173041","黎明眼科診所","臺北市信義區忠孝東路5段135號7樓","02","27625333","4","07","A","","0"
"1","3501173050","新眼光眼科診所","臺北市信義區忠孝東路5段508之1號及518號","02","23460266","4","07","A","","0"
"1","3501173103","陳世卿診所","臺北市信義區莊敬路435號","02","87803565","4","08","A","","0"
"1","3501173149","日康復健科診所","臺北市信義區中坡南路16號","02","87261295","4","07","A","","0"
"1","3501173176","德明眼科診所","臺北市信義區松山路212號","02","27669980","4","07","A","","0"
"1","3501173210","美麗信義皮膚科診所","臺北市信義區忠孝東路5段145號","02","27672272","4","07","A","","0"
"1","3501173318","大新診所","臺北市信義區中坡南路76號","02","27590749","4","08","A","","0"
"1","3501173327","明輝診所","臺北市信義區松隆路282之3號","02","87871235","4","08","A","","0"
"1","3501173336","登瑞安診所","臺北市信義區林口街232號1樓","02","27265228","4","08","A","","0"
"1","3501173390","陳育鵬內科診所","臺北市信義區松山路568號","02","23461010","4","07","A","","0"
"1","3501173416","福德郭耳鼻喉科診所","臺北市信義區福德街62號","02","2759-1051","4","07","A","","0"
"1","3501173425","林應然小兒科診所","臺北市信義區福德街75號","02","27595328","4","07","A","","0"
"1","3501173505","博馨診所","臺北市信義區永吉路236號","02","87874911","4","08","A","","0"
"1","3501173514","陳逸川眼科診所","臺北市信義區松德路95號、97號","02","23466262","4","07","A","","0"
"1","3501173569","信義耳鼻喉科診所","臺北市信義區莊敬路391巷4號","02","23450288","4","07","A","","0"
"1","3501173612","新世代診所","","","","4","08","A","20190306","2"
"1","3501173685","新穎全診所","臺北市信義區和平東路3段265號","02","27325809","4","08","A","","0"
"1","3501173747","美麗安診所","","","","4","08","A","20200731","2"
